geneId,diseaseId,score,ei,el,yearInitial,yearFinal,g_source
7157,C0025202,0.70,0.94,NULL,1991,2020,ALL
7157,C0026640,0.55,0.88,NULL,1995,2013,ALL
7157,C0027627,0.60,0.94,NULL,1991,2020,ALL
7157,C0029463,1.00,0.95,NULL,1987,2020,ALL
7157,C0030297,0.90,1.00,NULL,1993,2019,ALL
7157,C0037286,0.70,0.98,NULL,1993,2017,ALL
7157,C0079772,0.60,0.96,NULL,1994,2018,ALL
7157,C0085390,1.00,0.98,definitive,1988,2020,ALL
7157,C0149925,0.70,0.96,NULL,1990,2019,ALL
7157,C0153381,0.60,0.89,NULL,1992,2019,ALL
7157,C0205770,0.74,0.75,NULL,2002,2016,ALL
7157,C0205969,0.56,1.00,NULL,1995,2019,ALL
7157,C0206686,0.80,0.96,strong,1992,2017,ALL
7157,C0206698,0.60,0.89,NULL,1993,2019,ALL
7157,C0235974,0.70,0.97,NULL,1991,2019,ALL
7157,C0242379,0.80,0.94,NULL,1989,2020,ALL
7157,C0279626,0.60,0.98,NULL,1991,2020,ALL
7157,C0345904,0.60,0.96,NULL,1993,2020,ALL
7157,C0345905,0.60,1.00,NULL,1995,2019,ALL
7157,C0346647,0.80,0.98,NULL,1991,2019,ALL
7157,C0546837,0.70,0.96,NULL,1990,2020,ALL
7157,C0549473,0.60,0.96,NULL,1991,2019,ALL
7157,C0555198,0.60,1.00,NULL,1992,2019,ALL
7157,C0678222,0.90,0.97,NULL,1982,2020,ALL
7157,C0919267,0.70,0.96,NULL,1991,2020,ALL
7157,C1140680,0.70,0.96,NULL,1991,2020,ALL
7157,C1261473,1.00,0.96,strong,1987,2020,ALL
7157,C1458155,0.70,0.98,NULL,1982,2020,ALL
7157,C1859972,0.62,1.00,NULL,1994,2001,ALL
7157,C2239176,1.00,0.96,NULL,1990,2020,ALL
7157,C2931822,0.70,0.92,NULL,1992,2019,ALL
7157,C3805278,0.56,1.00,NULL,2000,2019,ALL
7166,C0011570,0.60,1.00,NULL,2004,2019,ALL
7167,C1860808,0.90,1.00,strong,1986,2018,ALL
7168,C1861863,0.70,1.00,strong,1994,2019,ALL
7168,C2678476,0.70,1.00,strong,2001,2019,ALL
7169,C0220662,0.73,1.00,NULL,1997,2018,ALL
7169,C0546264,0.61,1.00,NULL,2012,2014,ALL
7169,C1834523,0.55,1.00,strong,2007,2018,ALL
7169,C1836447,0.71,1.00,strong,2002,2019,ALL
7170,C0546264,0.74,1.00,strong,2002,2017,ALL
7170,C1836448,0.70,1.00,NULL,1995,2017,ALL
7172,C0342801,0.80,1.00,limited,2000,2019,ALL
7173,C0010308,0.90,1.00,strong,1979,2018,ALL
7173,C0018021,0.70,1.00,strong,1994,2019,ALL
7173,C1291299,0.70,1.00,strong,1992,2016,ALL
7200,C0020538,0.55,1.00,NULL,1983,2018,ALL
7204,C4310740,0.70,1.00,NULL,2016,2016,ALL
7225,C0017668,0.90,1.00,strong,2005,2019,ALL
7225,C1858915,0.90,1.00,strong,2005,2016,ALL
7227,C0023003,0.69,1.00,NULL,1995,2015,ALL
7227,C0432233,0.94,1.00,NULL,1999,2017,ALL
7227,C1860823,0.70,1.00,NULL,2001,2017,ALL
7248,C0005695,0.60,0.88,NULL,1999,2019,ALL
7248,C0041341,0.90,0.98,definitive,1990,2020,ALL
7248,C0279702,0.60,1.00,NULL,1995,2020,ALL
7248,C0751674,0.70,0.98,strong,1998,2019,ALL
7248,C1846385,0.71,1.00,NULL,2002,2017,ALL
7248,C1854465,0.69,1.00,definitive,1996,2019,ALL
7249,C0041341,1.00,0.98,definitive,1994,2020,ALL
7249,C0042133,0.55,1.00,NULL,2005,2017,ALL
7249,C0751674,0.80,0.99,strong,1998,2020,ALL
7249,C1846385,0.70,1.00,NULL,2009,2017,ALL
7249,C1860707,0.80,0.99,NULL,1995,2019,ALL
7253,C0010308,0.90,0.95,strong,1996,2019,ALL
7253,C0151468,0.60,0.96,NULL,1992,2019,ALL
7253,C0151516,0.70,1.00,strong,1997,2017,ALL
7253,C0549473,0.60,0.93,NULL,1992,2018,ALL
7253,C1836706,0.80,1.00,NULL,1994,2014,ALL
7253,C1863959,0.70,1.00,NULL,1998,1998,ALL
7253,C3493776,0.80,1.00,NULL,1995,2017,ALL
7273,C0007193,0.90,1.00,strong,1994,2019,ALL
7273,C0340427,0.64,1.00,NULL,2002,2019,ALL
7273,C0751336,0.57,1.00,strong,2002,2017,ALL
7273,C1837342,0.80,1.00,strong,2002,2018,ALL
7273,C1838244,1.00,1.00,strong,2001,2017,ALL
7273,C1858763,0.90,1.00,NULL,2002,2019,ALL
7273,C1861065,0.70,1.00,strong,1999,2018,ALL
7273,C1863599,0.80,0.96,strong,2005,2019,ALL
7273,C2673677,0.71,1.00,NULL,2007,2018,ALL
7274,C1848533,1.00,1.00,NULL,1985,2015,ALL
7276,C0007286,0.80,0.95,NULL,1991,2019,ALL
7276,C0206245,0.70,1.00,NULL,1983,2019,ALL
7276,C0740340,0.60,1.00,NULL,1981,2019,ALL
7276,C2750824,0.70,1.00,limited,1990,2018,ALL
7276,C2751492,1.00,0.99,NULL,1983,2020,ALL
7291,C0175699,1.00,0.99,strong,1995,2019,ALL
7291,C0221356,0.60,1.00,NULL,2002,2007,ALL
7291,C0265534,0.62,1.00,NULL,2002,2010,ALL
7291,C1867146,0.60,1.00,strong,1997,1998,ALL
7291,C4551902,0.70,1.00,strong,1997,2015,ALL
7292,C0024141,0.60,0.97,NULL,2008,2019,ALL
7297,C0010346,0.62,0.80,NULL,2010,2016,ALL
7297,C1969086,0.72,1.00,strong,2006,2016,ALL
7298,C0009404,0.60,1.00,NULL,1998,2015,ALL
7299,C0078918,0.90,0.98,strong,1981,2019,ALL
7299,C0268494,0.70,1.00,limited,1991,2018,ALL
7299,C1847024,0.72,1.00,NULL,1990,2017,ALL
7299,C1863198,0.60,1.00,NULL,1997,2017,ALL
7299,C4551504,0.80,1.00,NULL,1989,2017,ALL
7305,C1857316,0.70,1.00,NULL,1990,2019,ALL
7306,C0342683,0.74,1.00,NULL,1997,2013,ALL
7306,C2931599,0.64,1.00,limited,2004,2011,ALL
7307,C3463824,0.80,0.96,NULL,2011,2020,ALL
7337,C0162635,1.00,0.97,definitive,1997,2020,ALL
7345,C3150899,0.70,1.00,moderate,1998,2003,ALL
7345,C3809665,0.71,1.00,NULL,1998,2018,ALL
7351,C0011860,0.60,0.86,NULL,1998,2019,ALL
7351,C0020538,0.59,1.00,NULL,2004,2019,ALL
7352,C0028754,0.70,0.91,NULL,1998,2018,ALL
7355,C3806688,0.73,1.00,NULL,2013,2019,ALL
7369,C0022658,0.70,1.00,NULL,1993,2019,ALL
7369,C1835934,0.70,1.00,strong,2003,2006,ALL
7369,C1859040,0.79,1.00,NULL,2002,2019,ALL
7369,C4551496,1.00,1.00,NULL,2001,2018,ALL
7372,C0268130,0.63,0.83,strong,1974,2017,ALL
7374,C1720958,0.70,1.00,strong,2003,2005,ALL
7389,C0162566,0.90,0.99,NULL,1976,2019,ALL
7390,C0162530,1.00,0.98,NULL,1990,2019,ALL
7399,C0035334,0.70,1.00,strong,1998,2019,ALL
7399,C0339534,0.69,1.00,definitive,1994,2018,ALL
7399,C1848634,1.00,1.00,NULL,1998,2017,ALL
7399,C3151138,0.70,1.00,NULL,1998,2017,ALL
7401,C0035334,0.66,1.00,NULL,2002,2019,ALL
7401,C1568248,1.00,1.00,definitive,1996,2020,ALL
7401,C3280041,0.70,1.00,NULL,1998,2011,ALL
7403,C0005684,0.56,1.00,NULL,2011,2017,ALL
7403,C0005695,0.56,1.00,NULL,2011,2017,ALL
7403,C0006826,0.60,1.00,NULL,2009,2019,ALL
7403,C0796004,0.80,0.97,strong,2012,2020,ALL
7414,C1969639,0.60,1.00,strong,2002,2018,ALL
7414,C2750459,0.70,1.00,strong,2006,2018,ALL
7415,C1833662,0.90,1.00,limited,2004,2019,ALL
7415,C3151403,0.70,1.00,NULL,2004,2018,ALL
7415,C4225244,0.70,1.00,limited,2014,2015,ALL
7415,C4551951,0.61,1.00,NULL,2004,2018,ALL
7421,C0029456,0.70,0.96,NULL,1995,2019,ALL
7421,C0035579,0.70,0.97,NULL,1989,2019,ALL
7421,C0342646,0.73,1.00,strong,1988,2020,ALL
7422,C0007102,0.60,0.96,NULL,1995,2019,ALL
7422,C0033860,0.60,0.95,NULL,1994,2020,ALL
7422,C0035328,0.60,1.00,NULL,2006,2019,ALL
7428,C0007134,0.70,0.97,strong,1989,2019,ALL
7428,C0019562,1.00,0.97,NULL,1976,2020,ALL
7428,C0022665,0.90,1.00,NULL,1995,2019,ALL
7428,C0031511,0.80,0.99,NULL,1995,2020,ALL
7428,C0032461,0.70,1.00,strong,2003,2017,ALL
7428,C0279702,0.80,0.97,NULL,1989,2019,ALL
7428,C0740457,0.70,0.97,strong,1995,2019,ALL
7428,C1837915,0.90,1.00,NULL,1976,2016,ALL
7431,C1833118,0.60,1.00,NULL,2009,2009,ALL
7431,C3805411,0.80,1.00,strong,2009,2017,ALL
7436,C4551552,0.68,1.00,NULL,2005,2018,ALL
7439,C0339510,1.00,0.97,NULL,1993,2019,ALL
7439,C1842914,0.66,0.83,strong,2000,2017,ALL
7439,C2674009,0.60,1.00,NULL,2004,2004,ALL
7439,C2750789,0.70,1.00,strong,2004,2009,ALL
7439,C3888099,0.80,1.00,strong,2004,2018,ALL
7439,C3888198,0.80,0.97,strong,2000,2019,ALL
7442,C0020429,0.60,1.00,NULL,2002,2019,ALL
7450,C0020538,0.59,0.92,NULL,1996,2018,ALL
7450,C1264039,0.80,0.97,NULL,1985,2020,ALL
7450,C1264040,1.00,0.97,NULL,1987,2020,ALL
7450,C1264041,0.80,0.97,NULL,1989,2020,ALL
7454,C0024299,0.61,1.00,strong,2017,2019,ALL
7454,C0043194,1.00,0.99,definitive,1994,2020,ALL
7454,C1839163,0.80,1.00,strong,1995,2019,ALL
7454,C1845987,0.71,1.00,strong,1995,2017,ALL
7466,C0011860,0.70,0.97,strong,2002,2020,ALL
7466,C0043207,0.90,0.97,definitive,1999,2019,ALL
7466,C1833021,0.70,1.00,NULL,1998,2016,ALL
7466,C3280358,0.71,1.00,definitive,1998,2018,ALL
7466,C3805412,0.70,1.00,NULL,2013,2017,ALL
7466,C4551693,0.98,1.00,NULL,1998,2018,ALL
7468,C1956097,0.90,0.96,NULL,1998,2019,ALL
7471,C0029456,0.70,1.00,NULL,2013,2019,ALL
7471,C3808844,0.70,1.00,NULL,1990,2017,ALL
7473,C2931216,0.62,1.00,moderate,2004,2011,ALL
7474,C0265205,0.85,1.00,NULL,2010,2018,ALL
7474,C4551475,0.60,1.00,strong,2010,2010,ALL
7476,C1848651,0.77,1.00,NULL,2006,2017,ALL
7476,C1856728,0.94,1.00,NULL,2006,2017,ALL
7480,C2749665,0.70,1.00,NULL,2002,2015,ALL
7480,C4310730,0.60,1.00,NULL,2016,2016,ALL
7486,C0043119,1.00,0.95,definitive,1993,2019,ALL
7490,C0023467,0.70,0.96,NULL,1994,2020,ALL
7490,C0027708,0.80,0.98,NULL,1988,2020,ALL
7490,C0206115,0.80,1.00,limited,1988,2016,ALL
7490,C0281508,0.60,0.92,NULL,1994,2017,ALL
7490,C0345967,0.60,1.00,NULL,2013,2013,ALL
7490,C0950121,1.00,0.98,NULL,1991,2018,ALL
7490,C0950122,0.80,1.00,NULL,1992,2017,ALL
7490,C1837026,0.70,1.00,NULL,2007,2013,ALL
7490,C3151568,0.70,1.00,NULL,1992,2013,ALL
7498,C0268118,0.76,1.00,strong,1997,2013,ALL
7498,C0740394,0.60,1.00,NULL,2012,2020,ALL
7504,C0398568,0.72,1.00,NULL,1998,2019,ALL
7507,C0043346,0.70,1.00,NULL,1991,2020,ALL
7507,C0268135,1.00,0.97,definitive,1978,2019,ALL
7508,C0043346,0.70,0.97,NULL,1994,2019,ALL
7508,C2752147,1.00,0.99,definitive,1989,2019,ALL
7517,C3151417,0.60,1.00,NULL,2000,2000,ALL
7518,C4225288,0.60,1.00,strong,2014,2018,ALL
7528,C3714756,0.60,1.00,strong,2010,2010,ALL
7528,C4479652,0.70,1.00,NULL,2010,2017,ALL
7531,C0265219,0.60,1.00,NULL,2000,2017,ALL
7535,C0085110,0.60,0.85,NULL,1994,2017,ALL
7535,C2931299,0.73,1.00,strong,1994,2019,ALL
7535,C4310768,0.70,1.00,NULL,2016,2016,ALL
7546,C1864827,0.90,1.00,NULL,1998,2016,ALL
7547,C0266642,0.60,1.00,strong,1997,2018,ALL
7547,C1844020,0.91,1.00,NULL,1952,2014,ALL
7555,C2931689,0.60,0.98,NULL,2002,2018,ALL
7704,C0023487,0.60,0.98,NULL,1993,2019,ALL
7704,C2676231,0.70,1.00,limited,2008,2008,ALL
7809,C1865270,0.91,1.00,definitive,1998,2017,ALL
7827,C0027726,0.70,1.00,NULL,1995,2019,ALL
7827,C1868672,0.61,1.00,NULL,2000,2018,ALL
7827,C3496337,0.68,1.00,NULL,1995,2018,ALL
7840,C0268425,1.00,1.00,definitive,1998,2020,ALL
7849,C0010308,0.70,1.00,strong,1998,2019,ALL
7849,C0151516,0.70,0.92,strong,1998,2014,ALL
7849,C1869118,0.71,1.00,strong,1998,2019,ALL
7852,C0472817,1.00,1.00,strong,2000,2019,ALL
7879,C1833219,0.80,1.00,NULL,2003,2019,ALL
7941,C3280315,0.70,1.00,NULL,1996,1998,ALL
7957,C0751783,1.00,0.97,NULL,1998,2020,ALL
7991,C1970197,0.60,1.00,strong,2011,2016,ALL
7994,C4225396,0.70,1.00,strong,2015,2019,ALL
8013,C1275278,0.60,1.00,NULL,1998,2019,ALL
8029,C4551825,0.80,0.95,strong,1998,2020,ALL
8030,C0238463,0.60,0.99,NULL,1989,2020,ALL
8036,C0028326,0.80,0.96,disputed,2009,2019,ALL
8036,C3501846,0.70,1.00,definitive,2009,2019,ALL
8036,C4478716,0.70,1.00,NULL,2009,2015,ALL
8048,C1843808,0.90,1.00,NULL,1997,2019,ALL
8048,C2677491,0.90,1.00,moderate,2003,2019,ALL
8050,C1855553,0.70,1.00,NULL,1997,2015,ALL
8074,C0342642,1.00,1.00,strong,2000,2020,ALL
8074,C4692564,0.60,1.00,strong,2005,2011,ALL
8074,C4693863,0.60,1.00,strong,2005,2014,ALL
8085,C0796004,1.00,0.99,NULL,1997,2020,ALL
8086,C0271742,0.80,0.98,NULL,2000,2019,ALL
8106,C0270952,0.90,0.98,limited,1998,2020,ALL
8148,C0002736,0.70,0.93,limited,2011,2019,ALL
8148,C1275278,0.57,1.00,NULL,1999,2019,ALL
8195,C0028754,0.66,0.83,strong,2000,2013,ALL
8195,C0948368,0.79,1.00,NULL,2000,2017,ALL
8195,C1858054,0.91,1.00,NULL,2000,2017,ALL
8200,C0265260,0.97,1.00,NULL,1989,2017,ALL
8200,C1832702,0.95,1.00,NULL,1989,2012,ALL
8200,C1832708,0.91,1.00,NULL,1989,2013,ALL
8200,C1856738,0.92,1.00,NULL,1989,2008,ALL
8200,C1862103,1.00,0.92,NULL,1989,2016,ALL
8200,C2930970,0.81,1.00,NULL,1989,2017,ALL
8200,C3554446,0.90,1.00,NULL,2010,2013,ALL
8200,C3809104,0.70,1.00,NULL,2005,2008,ALL
8202,C0006142,0.60,0.91,NULL,1996,2020,ALL
8216,C0028326,0.90,1.00,strong,2014,2020,ALL
8216,C1335929,0.60,1.00,NULL,2014,2020,ALL
8216,C1854469,0.62,1.00,strong,2015,2020,ALL
8216,C3810283,0.60,1.00,NULL,2014,2019,ALL
8216,C4225280,0.91,1.00,NULL,2006,2019,ALL
8239,C3806746,0.70,1.00,NULL,2014,2016,ALL
8239,C4225416,0.70,1.00,strong,2014,2016,ALL
8242,C0279702,0.60,1.00,NULL,2011,2017,ALL
8242,C1845243,0.91,1.00,NULL,2000,2018,ALL
8242,C3714756,0.60,1.00,NULL,2006,2020,ALL
8243,C1802395,0.73,1.00,NULL,2006,2019,ALL
8289,C0265338,0.73,1.00,strong,2012,2019,ALL
8291,C1847532,0.71,1.00,NULL,2009,2019,ALL
8291,C1850889,1.00,0.99,NULL,1989,2019,ALL
8291,C4551973,0.70,0.97,NULL,1996,2019,ALL
8312,C2239176,0.80,0.94,NULL,2000,2019,ALL
8313,C1837750,0.71,1.00,moderate,2004,2017,ALL
8314,C0006142,0.60,1.00,NULL,1998,2019,ALL
8314,C0022665,0.62,1.00,NULL,2016,2019,ALL
8314,C0025202,0.70,0.95,strong,2010,2019,ALL
8314,C0025286,0.69,0.90,strong,2011,2019,ALL
8314,C0025500,0.60,0.99,NULL,2011,2020,ALL
8314,C0151779,0.80,0.96,strong,2012,2019,ALL
8314,C0220633,0.80,0.97,strong,2010,2020,ALL
8314,C0242379,0.55,1.00,NULL,2015,2019,ALL
8314,C0279702,0.60,0.98,NULL,2011,2019,ALL
8314,C0678222,0.60,1.00,NULL,1998,2019,ALL
8314,C0740457,0.56,0.86,NULL,2013,2019,ALL
8314,C3280492,0.79,1.00,definitive,2008,2019,ALL
8322,C1851402,0.74,1.00,moderate,2002,2017,ALL
8398,C0270724,1.00,1.00,NULL,2004,2020,ALL
8398,C1857747,0.74,1.00,NULL,2006,2019,ALL
8398,C2751842,0.76,0.92,strong,2006,2019,ALL
8405,C0376358,0.70,0.96,NULL,2012,2020,ALL
8405,C0476089,0.57,1.00,NULL,2012,2019,ALL
8431,C0028754,0.69,1.00,limited,2001,2020,ALL
8450,C1845861,0.72,1.00,definitive,1991,2020,ALL
8452,C3469606,0.71,1.00,strong,2012,2015,ALL
8473,C4478379,0.60,1.00,strong,2015,2017,ALL
8481,C0029294,0.59,1.00,NULL,2003,2019,ALL
8481,C1419610,0.60,1.00,moderate,2017,2017,ALL
8481,C1510460,0.88,1.00,NULL,2001,2019,ALL
8481,C1846175,0.64,1.00,strong,2001,2019,ALL
8481,C2749019,0.72,1.00,NULL,2001,2017,ALL
8481,C4277690,0.55,1.00,definitive,2006,2017,ALL
8493,C0006142,0.60,0.96,NULL,2002,2020,ALL
8493,C4479517,0.60,1.00,strong,2014,2014,ALL
8506,C4225386,0.70,1.00,NULL,2014,2017,ALL
8506,C4748608,0.60,1.00,NULL,2016,2018,ALL
8517,C0021171,1.00,0.99,NULL,1976,2019,ALL
8517,C1845073,0.70,1.00,strong,2000,2007,ALL
8517,C1845117,0.70,1.00,NULL,2000,2006,ALL
8517,C1845919,0.70,1.00,NULL,2000,2006,ALL
8517,C1846006,0.80,1.00,strong,2001,2019,ALL
8517,C1970879,0.70,1.00,NULL,2000,2010,ALL
8518,C0013364,1.00,1.00,NULL,1993,2019,ALL
8540,C1838612,0.90,1.00,strong,1998,2016,ALL
8542,C2675525,0.60,1.00,limited,2010,2010,ALL
8546,C1842362,0.94,1.00,NULL,1981,2017,ALL
8573,C1845546,0.71,1.00,NULL,2008,2017,ALL
8573,C2677903,0.71,1.00,NULL,2008,2017,ALL
8575,C0013421,0.60,1.00,NULL,2008,2018,ALL
8575,C2677567,0.72,1.00,NULL,2008,2019,ALL
8600,C0029456,0.60,0.99,NULL,1999,2020,ALL
8600,C1850126,0.80,1.00,strong,2000,2016,ALL
8626,C0005689,0.61,1.00,NULL,1999,2012,ALL
8626,C0008924,0.72,1.00,strong,2006,2017,ALL
8626,C0406704,0.80,0.94,NULL,1999,2019,ALL
8626,C0406709,0.80,0.95,NULL,2001,2019,ALL
8626,C1785148,1.00,1.00,NULL,2001,2019,ALL
8626,C1854442,0.75,1.00,NULL,2000,2019,ALL
8626,C1858562,0.71,1.00,NULL,1999,2019,ALL
8626,C1863204,0.80,1.00,NULL,2001,2019,ALL
8626,C1863753,0.66,1.00,NULL,2001,2019,ALL
8644,C0032460,0.57,0.91,NULL,1993,2019,ALL
8647,C0008370,0.60,0.98,NULL,2001,2019,ALL
8647,C2608083,0.72,1.00,NULL,2004,2016,ALL
8647,C3489789,0.80,1.00,NULL,1998,2016,ALL
8660,C0011860,0.70,0.98,NULL,1997,2017,ALL
8671,C1970309,0.70,1.00,strong,1999,2008,ALL
8754,C1423873,0.81,1.00,NULL,2002,2014,ALL
8772,C3151062,0.60,1.00,strong,2010,2015,ALL
8792,C0029401,0.60,1.00,limited,2000,2019,ALL
8792,C0432292,0.80,1.00,strong,2000,2018,ALL
8792,C2676766,0.72,1.00,strong,2008,2019,ALL
8803,C2749864,0.70,1.00,NULL,2005,2016,ALL
8815,C3151446,0.73,1.00,NULL,2011,2019,ALL
8820,C0338503,1.00,1.00,NULL,1998,2016,ALL
8831,C0036341,0.63,1.00,NULL,2009,2019,ALL
8831,C2675473,0.70,1.00,strong,2009,2017,ALL
8838,C0432215,1.00,0.97,strong,1999,2019,ALL
8842,C0339512,0.70,1.00,NULL,2008,2010,ALL
8842,C1863534,0.72,1.00,NULL,2008,2018,ALL
8842,C2675210,0.70,1.00,NULL,1999,2009,ALL
8842,C2677516,0.80,1.00,NULL,2009,2009,ALL
8864,C1858496,0.59,1.00,NULL,2001,2014,ALL
8864,C3807327,0.80,1.00,limited,2001,2001,ALL
8878,C0002736,0.70,0.97,NULL,2009,2020,ALL
8878,C0029401,0.60,0.94,NULL,2002,2019,ALL
8878,C1853926,0.61,1.00,strong,2015,2015,ALL
8878,C4085252,0.60,1.00,NULL,2002,2016,ALL
8878,C4225326,0.60,1.00,NULL,2002,2015,ALL
8890,C1847967,0.74,1.00,NULL,2003,2016,ALL
8890,C1858991,0.90,0.91,NULL,2001,2020,ALL
8892,C1847967,0.64,1.00,NULL,2003,2008,ALL
8892,C1858991,0.80,0.95,NULL,2001,2020,ALL
8893,C1847967,0.81,1.00,NULL,2003,2016,ALL
8893,C1858991,0.99,1.00,strong,2001,2019,ALL
8910,C1834570,1.00,0.96,NULL,2000,2019,ALL
8915,C0242647,0.80,0.97,NULL,1999,2018,ALL
8915,C4015195,0.60,1.00,moderate,2014,2014,ALL
8929,C0027819,0.80,0.90,NULL,2004,2020,ALL
8929,C1275808,1.00,0.96,strong,2002,2020,ALL
8929,C1859049,0.64,1.00,NULL,2003,2014,ALL
8929,C2751683,0.60,1.00,strong,2017,2017,ALL
8988,C3150619,0.60,1.00,limited,2010,2010,ALL
8989,C0020429,0.57,1.00,NULL,2008,2019,ALL
8989,C3808667,0.60,1.00,NULL,2010,2018,ALL
8996,C3539916,0.61,1.00,NULL,2012,2014,ALL
9049,C0033375,0.70,1.00,strong,2009,2018,ALL
9049,C4538355,0.60,1.00,NULL,2006,2018,ALL
9056,C0268647,0.80,1.00,strong,1980,2020,ALL
9076,C1843355,0.75,1.00,NULL,2004,2018,ALL
9101,C0221406,0.80,1.00,NULL,2015,2020,ALL
9126,C1853099,0.60,1.00,NULL,2014,2019,ALL
9131,C0795910,0.75,1.00,NULL,1985,2019,ALL
9131,C1845095,0.70,1.00,definitive,2010,2017,ALL
9131,C3151753,0.70,1.00,NULL,1985,2016,ALL
9132,C2677637,0.70,1.00,strong,1997,2015,ALL
9197,C2675528,0.71,1.00,NULL,2008,2018,ALL
9197,C3280965,0.70,1.00,NULL,2012,2018,ALL
9211,C1838062,0.80,0.93,limited,2002,2020,ALL
9211,C4551957,1.00,1.00,NULL,2002,2020,ALL
9213,C4225335,0.70,1.00,NULL,2015,2016,ALL
9217,C1837728,0.73,0.94,NULL,2004,2019,ALL
9217,C1854058,0.60,1.00,moderate,2004,2013,ALL
9217,C1866777,0.60,1.00,NULL,2004,2016,ALL
9241,C0175700,0.60,1.00,NULL,1999,2015,ALL
9241,C0342282,0.73,1.00,NULL,1999,2014,ALL
9241,C1861305,0.77,1.00,NULL,2002,2015,ALL
9241,C1861385,0.80,1.00,NULL,1995,2019,ALL
9241,C1866656,0.75,1.00,NULL,2002,2015,ALL
9241,C1969652,0.73,1.00,NULL,2007,2017,ALL
9241,C3714899,0.70,1.00,NULL,1999,2019,ALL
9289,C1847352,0.80,0.96,strong,2004,2019,ALL
9294,C1835854,0.90,1.00,strong,2006,2018,ALL
9361,C1838180,0.78,0.80,NULL,1991,2019,ALL
9365,C0011860,0.57,1.00,NULL,2006,2019,ALL
9365,C4692564,0.60,1.00,NULL,2007,2015,ALL
9365,C4693864,0.60,1.00,NULL,2007,2007,ALL
9368,C2676782,0.70,1.00,NULL,2008,2012,ALL
9370,C0011860,0.60,0.95,NULL,1999,2020,ALL
9370,C0022661,0.60,0.94,NULL,2004,2019,ALL
9370,C0028754,0.60,0.93,NULL,1998,2020,ALL
9370,C0085207,0.60,0.95,NULL,2004,2020,ALL
9378,C0004352,0.70,0.96,NULL,2007,2019,ALL
9378,C0036341,0.70,0.93,NULL,2008,2019,ALL
9378,C1510586,0.60,1.00,NULL,2008,2019,ALL
9378,C3280479,0.60,1.00,strong,2009,2014,ALL
9381,C1832828,0.96,1.00,definitive,1998,2019,ALL
9401,C0032339,1.00,0.99,definitive,1999,2019,ALL
9401,C0265308,0.77,1.00,NULL,1999,2018,ALL
9401,C1849453,0.75,1.00,NULL,1999,2012,ALL
9415,C0005586,0.61,1.00,NULL,2011,2019,ALL
9420,C1849115,0.70,1.00,NULL,2008,2020,ALL
9420,C3151147,0.70,1.00,NULL,1998,2020,ALL
9429,C1841837,0.60,1.00,limited,2016,2016,ALL
9439,C3280265,0.70,1.00,NULL,2011,2015,ALL
9445,C1861735,0.80,0.94,limited,2000,2019,ALL
9445,C1867773,0.80,1.00,NULL,1999,2015,ALL
9445,C4015146,0.70,1.00,NULL,2014,2014,ALL
9451,C0432217,1.00,0.96,NULL,1995,2019,ALL
9469,C0038015,0.62,1.00,limited,2016,2018,ALL
9469,C1837657,0.75,1.00,NULL,2004,2017,ALL
9496,C1840061,0.75,1.00,NULL,2004,2019,ALL
9499,C0686353,0.60,1.00,strong,1995,2019,ALL
9499,C1866785,0.72,1.00,limited,2004,2006,ALL
9499,C3714934,0.75,1.00,NULL,1988,2016,ALL
9508,C4748408,0.61,1.00,strong,2017,2018,ALL
9509,C2700425,0.76,0.92,strong,1992,2019,ALL
9516,C0270913,0.79,1.00,NULL,2003,2017,ALL
9531,C2678065,0.80,1.00,definitive,2006,2018,ALL
9531,C2751831,0.70,1.00,NULL,1990,2018,ALL
9531,C3151293,0.90,1.00,NULL,1990,2018,ALL
9563,C1291245,0.55,1.00,NULL,2005,2011,ALL
9569,C0175702,0.60,0.96,NULL,1999,2019,ALL
9575,C0005586,0.60,1.00,NULL,2000,2019,ALL
9611,C0006142,0.55,1.00,NULL,2006,2016,ALL
9611,C0678222,0.55,1.00,NULL,2006,2016,ALL
9636,C4015293,0.70,1.00,NULL,2012,2015,ALL
9681,C1858477,0.77,1.00,definitive,2013,2019,ALL
9681,C4551983,0.60,1.00,strong,1999,2016,ALL
9739,C0036341,0.65,1.00,moderate,2014,2019,ALL
9757,C4310633,0.61,1.00,NULL,2016,2019,ALL
9759,C2931817,0.68,1.00,NULL,2009,2019,ALL
9780,C0272051,0.60,1.00,strong,2012,2020,ALL
9780,C4225184,0.70,1.00,strong,2012,2019,ALL
9780,C4551512,0.60,1.00,strong,2012,2015,ALL
9790,C0282160,0.80,1.00,NULL,1995,2019,ALL
9839,C1856113,1.00,1.00,definitive,1991,2019,ALL
9863,C0036341,0.85,1.00,NULL,2008,2018,ALL
9927,C0393807,0.76,1.00,strong,2006,2016,ALL
9927,C4310725,0.70,1.00,strong,2006,2016,ALL
9927,C4721887,0.81,1.00,NULL,2004,2019,ALL
9939,C0175703,0.77,1.00,NULL,2007,2019,ALL
9968,C0220769,0.80,1.00,NULL,1984,2016,ALL
9968,C0796022,0.74,1.00,NULL,1984,2016,ALL
9968,C3698541,0.73,1.00,strong,1984,2016,ALL
9971,C0008370,0.60,0.92,NULL,2003,2019,ALL
9971,C4310747,0.70,1.00,strong,2016,2016,ALL
9987,C1836765,0.70,1.00,strong,2014,2018,ALL
